,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,0.04234538504166176,0.07601175324591923,0.40704276838829767,0.01883740972395207,0.0,0.08839996786641487,0.16032722610385713,0.03396037097549356,0.05847613019538224,0.0,0.0020394108424236974,0.011278215514562142,9.75781955236954e-19,0.10128136210203573,0.0
11,0.021539648006899025,0.05934576594824689,0.39484085665155993,0.02665145617569382,9.107298248878237e-18,0.10597817938363113,0.15482836581594864,0.03885313822468515,0.06605378617673319,2.4774019641293776e-17,0.0,0.01980098171315873,5.421010862427522e-18,0.11210782190344362,0.0
12,3.5214996020976625e-05,0.042089638474222674,0.38211000038864923,0.0344996150565942,1.360673726469308e-17,0.12364674266757834,0.1487376154664207,0.04391170514538778,0.07356354397253864,0.0,6.2341624917916505e-18,0.028459465767568994,0.0,0.12294645806501842,1.1221492485224971e-17
13,1.1967426330181041e-18,0.018463671965474906,0.36320509991422417,0.043770073974481453,4.860884850302124e-18,0.13224735565080567,0.14115666074817207,0.05002417137661125,0.07982321834697749,1.1379650412371221e-17,0.0,0.03817609952825642,6.913430621811383e-18,0.13313364849499665,2.1530493252266757e-17
14,0.0,0.0,0.3434164219908296,0.0516924211471252,0.0,0.14205592747556348,0.1291941769266896,0.056055234360276235,0.08603080339321283,9.254586085397546e-18,0.0,0.04873414233867306,0.0,0.14282087236763014,3.9503248956311946e-17
15,1.2090834755502034e-17,0.0,0.31358664888029525,0.06028920563407168,6.012482229356391e-17,0.1496662178128368,0.1082644381710695,0.06354538179042571,0.09133060012441269,0.0,0.0,0.06100443139377956,0.0,0.1523130761931088,8.358719046284777e-18
16,0.0,0.0,0.28390300203961566,0.06926759244469674,6.315827103338901e-18,0.1568970765777435,0.08609426730572442,0.07086097167622532,0.09648739022493148,0.0,0.0,0.07315027604361939,0.0,0.16333942368744359,2.1164932956326307e-17
17,4.9593382271461803e-17,1.5878811219143444e-18,0.2536974902382955,0.07860835997348355,9.830668012010248e-18,0.16430146146180213,0.06565268712558753,0.07815957006486624,0.10125139599895411,2.3876562061928152e-17,0.0,0.08548132309301196,0.0,0.17284771204399893,2.849444825276502e-17
18,6.598074212307503e-18,0.0,0.22353902443939752,0.08809851562707845,2.429360438168508e-17,0.1720280009779208,0.04456142634800091,0.08574783710778151,0.10565465478349917,2.9638630516908947e-18,2.897042413932225e-17,0.09759138923587572,0.0,0.18277915148044588,0.0
19,6.214380438958393e-17,1.1205509747662231e-17,0.1929770016786514,0.09778655824278878,0.0,0.17913339624748825,0.023666816596748373,0.09343720315046075,0.10991750669956427,0.0,0.0,0.10961182233920458,0.0,0.19346969504509362,0.0
20,0.0,2.5630996794866958e-18,0.16284127923064234,0.10680083218498222,2.8258382392947e-17,0.18617665712798492,0.0033578933115530423,0.10097116161692588,0.11405662096578742,5.552318041781429e-18,4.348108184073512e-18,0.12196934230095399,0.0,0.2038262132611702,1.760342504488979e-18
21,0.0,0.0,0.12441642254416364,0.1143667805443075,6.742418663225747e-17,0.19069503126985762,0.0,0.10789965236476037,0.11645821608986667,1.0160931561017139e-17,0.0,0.13565959698921282,3.6985368486327637e-17,0.21050430019783134,3.266925021075149e-17
22,0.0,0.0,0.08322491415541299,0.12098842364952594,1.3868516937993258e-17,0.19612406562169413,0.0,0.11585045800111858,0.11731293250575449,0.0,3.7522840208761066e-17,0.14888518409460297,0.0,0.21761402197189098,5.510286366737949e-17
23,0.0,0.0,0.041345382092463724,0.12847072914149296,0.0,0.20077977776259637,9.444850837144257e-18,0.12394718960360752,0.11877718706023911,0.0,4.270619180265547e-17,0.16181935277659362,9.490953607725896e-18,0.22486038156300675,1.0337683002236363e-17
24,0.0,0.0,0.0005593033146449846,0.13585015800962136,0.0,0.20487650828699466,2.057088735876716e-17,0.13159297582964857,0.12048753142067606,0.0,3.245724471718053e-17,0.17526335757370645,1.808083097961256e-17,0.23137016556470796,0.0
25,0.0,0.0,9.333871922604599e-17,0.13790537781255932,0.0,0.1918495062679774,2.6586248153984224e-17,0.14651633668626612,0.1142124404078652,9.921009970449661e-18,0.0,0.1995645926013645,0.0,0.2099517462239678,0.0
26,3.79759657641565e-17,6.477262889476969e-17,0.0,0.13979113771150747,2.2837954493683726e-17,0.17939431044165155,4.6986395455236236e-17,0.1602411359986267,0.10723968055496255,0.0,6.418758140097489e-17,0.2244890614421186,5.918240956593283e-17,0.1888446738511333,0.0
27,0.0,0.0,0.0,0.1408286284905327,5.949972575109518e-18,0.16673383146341766,0.0,0.17352363524717218,0.1005507321255574,0.0,0.0,0.24960599275644754,2.2308216166486867e-17,0.16875717991687275,5.055163537963141e-19
28,0.0,2.925826775610479e-17,0.0,0.14508782544140938,0.0,0.15520634238415482,0.0,0.18610035562802346,0.0941015008227887,0.0,0.0,0.27477520103155795,5.758335399050545e-17,0.14472877469206594,0.0
29,6.861359625216906e-17,3.825696372339056e-18,0.0,0.14225503218178526,8.596792688351992e-17,0.1428393814474092,0.0,0.2001606737010542,0.0864664701058862,0.0,0.0,0.2998103607265796,6.508485927656744e-17,0.12846808183728567,0.0
30,9.195631625396685e-18,3.0564409413321845e-17,5.0992171151002654e-17,0.13872421523391745,0.0,0.13126710148239665,0.0,0.21342177188420097,0.07812709220811019,0.0,2.835706967489848e-17,0.325167599644853,4.601126730326089e-17,0.11329221954652169,0.0
31,0.0,1.5390773620065847e-17,2.282866276608945e-17,0.1469737190250433,0.0,0.1173350148678663,6.3528298218211e-17,0.22714341285337034,0.07243077719474533,6.552241551966369e-17,0.0,0.34982359577325645,0.0,0.08629348028571827,4.128753190501081e-17
32,0.0,7.24301642994428e-17,0.0,0.14833155834062328,0.0,0.10497834463418702,0.0,0.24076063059112401,0.06572846739723066,0.0,0.0,0.3747903089844174,5.1907838939754404e-17,0.06541069005241779,2.4038180625072833e-17
33,0.0,3.605365533447398e-17,4.5908417414907545e-17,0.1493512312188272,0.0,0.0928779124585235,0.0,0.2538364069556966,0.058402136268711505,0.0,2.0860548758118884e-17,0.39999129012766516,3.5128523507896515e-18,0.04554102297057598,0.0
34,0.0,0.0,7.830669544006937e-17,0.15118602296715267,0.0,0.08047075566901452,3.6148965967009235e-17,0.2682432169424712,0.05181108258473885,1.4535587243348955e-17,0.0,0.4246451276690642,0.0,0.02364379416755876,2.1117890432363263e-17
35,4.776326540116427e-18,0.0,1.0907641609634757e-16,0.15243993614480958,1.930108779637959e-18,0.0682802636715732,0.0,0.28167223665769586,0.044765722835470555,1.291001222464386e-17,1.208146850297585e-16,0.4496958493826954,0.0,0.003145991307755382,1.021575656325761e-16
36,0.0,3.916495596629479e-17,0.0,0.1425661139560949,0.0,0.054686179557309936,0.0,0.29499365342911,0.03211719174244264,0.0,0.0,0.47563686131504274,1.113372692142577e-16,0.0,1.2220596192030103e-16
37,5.579676365164314e-17,0.0,0.0,0.12881718864357572,9.006138183428366e-18,0.04126051379920995,3.0384381171520555e-17,0.3079349537470838,0.020150644215320354,0.0,1.984841798810648e-17,0.5018366995948104,7.348816413264637e-17,0.0,1.2372591016581398e-17
38,6.606347226766595e-17,1.0842065052726354e-17,0.0,0.1207792509793104,1.097007846667899e-16,0.02290779194621449,0.0,0.3209524549875973,0.00730713409866281,3.4272074360857267e-19,1.7019374289748405e-17,0.5280533679882153,1.0155014237240763e-16,3.042412923800042e-17,0.0
39,0.0,0.0,1.5394912137397383e-16,0.1056934379083348,1.0351542450347074e-17,0.006568142319358074,0.0,0.3333385993717717,0.0,0.0,6.864468885243831e-17,0.5543998204005357,0.0,0.0,3.581768040174463e-17
40,3.3961094861351787e-17,0.0,1.7842587775547736e-16,0.07457638093165231,0.0,0.0,0.0,0.3443780549783577,0.0,7.966238611050184e-19,6.977706620890621e-17,0.5810455640899901,0.0,6.141861789492184e-19,7.820071435739221e-17
41,0.0,2.418445993793438e-17,0.0,0.03699329172027933,1.1706292752294967e-17,1.0163411609083189e-18,0.0,0.35532651885538596,9.262134936426424e-17,0.0,7.106393139076905e-17,0.6076801894243347,5.659921806480152e-17,0.0,0.0
42,1.5694738886067763e-17,2.3137594883514685e-18,0.0,0.0012020600287559495,1.2914935495902484e-16,0.0,1.1288680213859354e-17,0.36356996706450495,3.3567792168801235e-17,0.0,1.2421063443621188e-17,0.6352279729067393,5.910177098755492e-17,0.0,1.0893929355382008e-16
43,6.047957092876767e-17,7.808576794203537e-17,0.0,2.2551405187698492e-17,9.72588591926435e-17,0.0,7.92432636377293e-17,0.3195970695515287,0.0,3.209238430557093e-17,4.848452050437882e-18,0.6804029304484714,8.477369028381471e-17,1.2174918280769714e-17,0.0
44,7.341332537534518e-17,1.206641345432711e-16,0.0,7.049058908798797e-17,8.054439107922548e-17,0.0,0.0,0.27380952465722114,4.652638655591275e-17,0.0,0.0,0.726190475342779,5.935567651180438e-17,1.8004532379209427e-17,6.323900369683919e-17
45,6.898845705886227e-17,0.0,0.0,0.0,1.4468166798397324e-17,5.844179038635754e-17,1.0307013399489959e-16,0.2280219780205482,8.794156048918184e-17,6.10405823109339e-17,0.0,0.7719780219794519,8.457605203821917e-17,0.0,0.0
46,0.0,0.0,1.8041124150158794e-16,1.8041124150158794e-16,1.249000902703301e-16,0.0,0.0,0.18223442173966337,1.3877787807814457e-17,0.0,2.636779683484747e-16,0.8177655782603366,2.0816681711721685e-16,0.0,9.71445146547012e-17
47,2.0816681711721685e-16,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,0.1364468753933858,0.0,0.0,1.942890293094024e-16,0.8635531246066145,0.0,2.7755575615628914e-17,4.3021142204224816e-16
48,0.0,2.7755575615628914e-16,4.163336342344337e-17,8.326672684688674e-17,1.249000902703301e-16,2.7755575615628914e-16,0.0,0.09065932904710716,0.0,5.551115123125783e-17,1.3877787807814457e-17,0.9093406709528926,1.3877787807814457e-17,0.0,1.3877787807814457e-17
49,8.326672684688674e-17,0.0,1.3877787807814457e-17,0.0,2.498001805406602e-16,0.0,3.7470027081099033e-16,0.04487178270082909,0.0,1.6653345369377348e-16,2.498001805406602e-16,0.9551282172991707,2.498001805406602e-16,0.0,2.220446049250313e-16
