,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.16059125965319038,0.0,4.312253887651676e-17,0.2482037342711775,0.0,0.0,1.0326238230138912e-17,1.7828270727529962e-16,5.408671709699114e-17,0.29639268891308485,7.33889680897048e-17,1.0109397795641811e-17,0.0,0.2948123171625477
1,0.0,0.22745096167568793,0.12477992834431142,2.401624350553077e-16,0.1750865016503948,6.629292991190961e-17,1.6952312794854445e-17,0.0,0.0,0.0,0.25185293618838134,5.3815186659361595e-17,0.0,6.572670797135791e-17,0.22082967214122454
2,0.0,0.22829307170111676,0.2961361089144221,0.0,0.12339140085145224,0.0,0.0,1.6195723018949028e-16,1.7388819688938408e-17,1.950074762978279e-17,0.19709461876659432,0.0,0.0,0.0,0.1550847997664148
3,0.0,0.2255941401236205,0.4653881268034049,0.0,0.07132677215830567,0.0,0.0,0.0,6.2389503340674465e-18,4.9390196798990517e-17,0.1446380888771607,6.598564643418594e-18,0.0044354538466631335,0.0,0.0886174181908455
4,0.06834763763091883,0.19714945975003567,0.4810159194242067,5.006303531451817e-17,0.04551790987719021,0.0,0.05718591464553143,1.395910297075087e-17,2.728801342874454e-17,2.6156377411212794e-17,0.10783858465005869,0.0,0.0014075210983166518,0.0,0.041537052923741824
5,0.11545499843082904,0.1647768603335031,0.47417457273184027,0.0,0.024246308765267763,0.0,0.1454935437603344,0.0,0.0,1.2563192673675783e-17,0.07491618750181375,4.233809483555895e-17,0.0,0.0,0.0009375284764117304
6,0.12072923527489705,0.14061644315621252,0.4551622339030394,1.6656055874808562e-17,0.010582875129231901,6.46455545344482e-18,0.16656647922060097,0.00799313471270618,0.007100016664036042,1.7198156961051314e-17,0.05400892401128407,0.0,5.9631119486702744e-18,0.037240657927991805,1.1655173354219173e-18
7,0.10690630867485353,0.12377216993007624,0.4402076048731511,5.068645156369733e-18,0.0013949036765332269,0.019552273941909785,0.16714405184915482,0.01649747858311397,0.023393730006146373,0.0,0.04206522572396035,1.0842021724855044e-17,0.0,0.059066252741100736,2.2497195079074217e-18
8,0.08072797768956101,0.1064276451227405,0.4281988885192352,0.0013940543458714157,0.0,0.04899796459899455,0.16512935393331793,0.024138308061412272,0.03829678622505196,0.0,0.02787038972649223,5.4752209710517974e-18,1.4094628242311558e-18,0.07881863177732303,0.0
9,0.05898323932920434,0.08984016691418714,0.41744431207765254,0.011509861760269365,1.1709383462843448e-17,0.07184426402002717,0.16253046268617197,0.029543106612151183,0.049615230927311564,2.222614453595284e-18,0.014124242914995332,0.0035651559320957517,0.0,0.09099995682593386,5.041540102057596e-18
