,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.7564075194265172e-17,0.0,0.18642928240154663,0.03840603449286776,8.391764489912877e-17,0.0552150014024287,0.08910177608948765,0.07620479208517358,0.10314194904804899,1.0311252652255021e-17,0.0,0.05828842318844299,8.825228017507209e-18,0.09155026198965541,2.7201463627482073e-17,0.30166247930234824
1,0.0,1.33559140205566e-17,0.19150572602801408,0.03953216439314448,2.5172471278809872e-17,0.056581350354190194,0.09212358115687011,0.0784262928430133,0.10611816284762669,4.909102300793292e-18,0.0,0.05997315130455844,0.0,0.09420705032695843,1.7356263951364824e-17,0.2815325207456243
2,1.7564075194265172e-17,6.1668833782991435e-18,0.1963998040856694,0.04069812264818743,8.159686985389917e-18,0.057949401996863256,0.09513012635683496,0.08065819284396246,0.10905338851445984,0.0,0.0,0.06170750929481879,0.0,0.09687512121512759,0.0,0.26152833304407647
3,0.0,0.0,0.20110780812512416,0.04184573517966442,2.0554462366661658e-17,0.05944171969878753,0.09796221178101154,0.08289715244135211,0.11195664923911364,9.822149263112009e-18,1.2515377181550517e-17,0.06348090164690101,6.803713845625909e-18,0.09963017948926932,3.212792846923487e-17,0.2416776423987762
4,1.8617784180649518e-17,0.0,0.2059115468873651,0.04281870980305527,7.950891833284482e-18,0.0611200131513093,0.10053377625606214,0.08510653667730057,0.11492214565603553,1.6861317863585244e-17,3.340967593097254e-18,0.06523481408179373,2.0226014732530107e-17,0.10252896472594389,4.294122457210176e-18,0.22182349276113456
5,0.0,0.0,0.2111197292846078,0.043582858469818214,2.2901358590490182e-17,0.06279961845302534,0.10304072521822381,0.08728124865904754,0.11787682715261791,1.255818177508362e-19,0.0,0.0669878363567532,2.3244385152378538e-17,0.10549129235930066,0.0,0.20181986404660565
6,0.0,1.707134592334498e-17,0.2165668680867003,0.04437372446166943,3.737326542566849e-17,0.06431130559201037,0.10569513060552298,0.0894077549729742,0.12078285184316609,0.0,2.4567322773560013e-17,0.06875230613612555,0.0,0.1084260219333744,0.0,0.1816840363684566
7,2.0979312037594505e-17,4.43497620120141e-17,0.2219066669513395,0.04529291758880355,0.0,0.06578306222941478,0.10850404047211774,0.09149312366854147,0.1238038144092933,6.8841506084834686e-18,0.0,0.07044104552227144,2.7735647801474248e-17,0.1113171152646349,0.0,0.16145821389358317
8,0.0,1.719555087796359e-17,0.227176286811189,0.04616201089484905,2.944800074666308e-17,0.06725578231935898,0.11137753161652461,0.09365730777773658,0.1269011353246513,1.499050272205632e-17,0.0,0.07208143355586341,0.0,0.1141664277860651,6.586345302440282e-18,0.14122208391376218
9,1.4419888894057197e-17,0.0,0.23253559936456863,0.047063122985787,4.82800428746144e-17,0.06869615457039249,0.11425241367646133,0.09584452530578537,0.12988525059993808,1.5213802969384593e-17,0.0,0.07372024209724827,0.0,0.11704708463551501,3.343510777532762e-17,0.12095560676430366
10,0.0,9.904124094473656e-18,0.23735871880703086,0.04746274198928591,1.6705277061753265e-17,0.07015815106950177,0.11744750709396065,0.0980768333672612,0.13332276921076858,0.0,0.0,0.07547550156698835,0.0,0.11974077743614632,0.0,0.10095699945905662
11,0.0,0.0,0.2426959307962255,0.04938309365888658,5.727582285356925e-17,0.07160032239456197,0.12008907946084142,0.10025283479278473,0.13563501276026113,0.0,0.0,0.07689519173085496,0.0,0.12294521565219703,0.0,0.08050331875338675
12,0.0,8.655695295779859e-18,0.24821998879086896,0.05087501558808914,0.0,0.07311624984097541,0.12263185643687417,0.10259213479476452,0.13765270999248683,0.0,2.8626556807075526e-17,0.0786924689602986,5.369970080901989e-17,0.1257486298595325,1.9589527479986278e-17,0.060470945736109866
13,1.1089355295799245e-17,3.9850895628341167e-17,0.25309196557635233,0.05119602424231035,0.0,0.07446957103145938,0.1256045698086886,0.10522169394175708,0.14040807852617046,7.046015491482506e-18,0.0,0.08084037610056508,1.0514161191387253e-17,0.12810237947100614,0.0,0.041065341301690705
14,2.866698306687454e-17,2.5809064013022527e-17,0.25762620206017245,0.05113386495385657,0.0,0.07586724480227151,0.12914024452993123,0.1075622995174542,0.14440681632781258,8.519355463684735e-18,3.2591536871035e-18,0.08246054715355138,1.7807710189098285e-17,0.13081310254406073,0.0,0.02098967811088918
15,0.0,0.0,0.2628758689210619,0.05219705289526566,5.0738157970040686e-17,0.077506366528937,0.13171213780198818,0.10967617875325208,0.14739622934987914,0.0,0.0,0.08413969015641762,2.0193308769446167e-17,0.13363400348473925,1.3757335344716101e-17,0.0008624721084591603
16,0.0,0.0,0.2475753316495816,0.05930303964626347,0.0,0.07796672018256944,0.12124659905303016,0.11528085471418595,0.14911068576134207,0.0,1.3879073979251053e-17,0.09264274302280372,2.598439886795746e-17,0.1368740259702236,9.702828179366095e-18,0.0
17,0.0,7.29150793402777e-18,0.22934300522382003,0.06392003234998105,2.5601490392535756e-17,0.07815228577325309,0.11281872935671464,0.1215223468732652,0.15270193191403666,1.2037870538061358e-17,0.0,0.1012083867471761,0.0,0.14033328176175308,2.431519880290496e-17,2.6517181388809185e-17
18,0.0,0.0,0.21163158344755278,0.06881872701615781,3.6569397264072127e-17,0.07879304299281698,0.1032767440837195,0.12699342564654123,0.15594991303603403,0.0,3.976866627056681e-19,0.10997874620204244,0.0,0.1445578175751354,0.0,0.0
19,1.2043693552487784e-17,6.826452423116908e-18,0.1936988772595731,0.07352628486020893,0.0,0.07939535409142541,0.09460710615442935,0.1327145351255588,0.15889947091479453,0.0,0.0,0.11878814019639292,1.5279969698611166e-17,0.1483702313976171,0.0,2.6811570295651508e-17
