Date,GOOG,NKE,LMT,CAT,TSLA,AMZN,TMO,CSIQ,HPE,AMD,BHC,ROK,TTWO,DELL,MU,Risk_Free
2017-02-01,795.6950073242188,51.1949577331543,232.45846557617188,88.54877471923828,249.24000549316406,832.3499755859375,151.6619415283203,11.960000038146973,12.109862327575684,12.0600004196167,13.729999542236328,138.82229614257812,54.36000061035156,34.939090728759766,24.75,7.142857142857143e-05
2017-02-02,798.530029296875,50.98252868652344,233.44985961914062,87.30120849609375,251.5500030517578,839.9500122070312,150.40255737304688,11.850000381469727,12.163468360900879,12.279999732971191,14.3100004196167,138.71893310546875,54.79999923706055,35.415283203125,24.790000915527344,7.142857142857143e-05
2017-02-03,801.489990234375,50.55767822265625,235.75682067871094,86.84503173828125,251.3300018310547,810.2000122070312,150.16456604003906,12.15999984741211,12.597684860229492,12.239999771118164,14.220000267028809,140.67312622070312,53.93000030517578,35.631229400634766,24.600000381469727,7.142857142857143e-05
2017-02-06,801.3400268554688,50.98252868652344,236.54432678222656,86.46332550048828,257.7699890136719,807.6400146484375,150.8091278076172,12.100000381469727,12.61912727355957,13.630000114440918,14.59000015258789,140.8892059326172,54.20000076293945,35.7862663269043,24.34000015258789,7.142857142857143e-05
2017-02-07,806.969970703125,50.992183685302734,237.52642822265625,86.8729476928711,257.4800109863281,812.5,151.7313690185547,12.020000457763672,12.699540138244629,13.289999961853027,14.25,140.3724822998047,53.70000076293945,35.91361999511719,24.600000381469727,7.142857142857143e-05
2017-02-08,808.3800048828125,52.025352478027344,237.86923217773438,86.50056457519531,262.0799865722656,819.7100219726562,152.21726989746094,11.949999809265137,12.667373657226562,13.5600004196167,14.680000305175781,139.6396484375,53.709999084472656,35.90254592895508,24.209999084472656,7.142857142857143e-05
2017-02-09,809.5599975585938,53.406131744384766,239.221923828125,87.47811889648438,269.20001220703125,821.3599853515625,153.44692993164062,12.020000457763672,12.90860652923584,13.420000076293945,14.920000076293945,141.25563049316406,56.02000045776367,35.99114227294922,24.450000762939453,7.142857142857143e-05
2017-02-10,813.6699829101562,54.284812927246094,241.399169921875,89.66600036621094,269.2300109863281,827.4600219726562,153.5956573486328,12.470000267028809,12.860359191894531,13.579999923706055,15.039999961853027,142.28907775878906,57.880001068115234,35.84164047241211,24.049999237060547,7.142857142857143e-05
2017-02-13,819.239990234375,54.15927505493164,243.06690979003906,91.70491790771484,280.6000061035156,836.530029296875,155.04347229003906,13.109999656677246,12.930048942565918,13.489999771118164,14.970000267028809,142.815185546875,58.41999816894531,35.897010803222656,23.899999618530273,7.142857142857143e-05
2017-02-14,820.4500122070312,54.50688934326172,243.26145935058594,91.32320404052734,280.9800109863281,836.3900146484375,155.9656982421875,13.630000114440918,12.940770149230957,13.260000228881836,15.979999542236328,143.0031280517578,58.2599983215332,35.908084869384766,23.1200008392334,7.142857142857143e-05
2017-02-15,818.97998046875,54.69034957885742,244.09527587890625,92.18904876708984,279.760009765625,842.7000122070312,156.93748474121094,13.789999961853027,13.069427490234375,13.300000190734863,16.860000610351562,143.2661895751953,59.439998626708984,36.057586669921875,23.020000457763672,7.142857142857143e-05
2017-02-16,824.1599731445312,54.352394104003906,245.82781982421875,91.48149108886719,268.95001220703125,844.1400146484375,156.39208984375,13.40999984741211,13.042625427246094,12.970000267028809,16.219999313354492,143.40780639648438,59.970001220703125,36.057586669921875,22.979999542236328,7.142857142857143e-05
2017-02-17,828.0700073242188,54.79656219482422,245.84637451171875,92.0307846069336,272.2300109863281,845.0700073242188,157.3143310546875,14.119999885559082,13.08014965057373,13.130000114440918,16.040000915527344,143.44558715820312,59.689998626708984,35.76411819458008,23.350000381469727,7.142857142857143e-05
2017-02-21,831.6599731445312,55.38555908203125,246.1335906982422,91.33251190185547,277.3900146484375,856.4400024414062,157.30441284179688,15.359999656677246,13.219528198242188,14.0,16.399999618530273,143.36061096191406,58.97999954223633,36.046512603759766,23.770000457763672,7.142857142857143e-05
2017-02-22,830.760009765625,56.23527526855469,246.3744659423828,91.42562103271484,273.510009765625,855.6099853515625,156.6995086669922,14.079999923706055,13.283857345581055,14.279999732971191,16.350000381469727,144.35203552246094,58.439998626708984,35.86378860473633,23.75,7.142857142857143e-05
2017-02-23,831.3300170898438,55.4145393371582,245.38319396972656,88.95842742919922,255.99000549316406,852.1900024414062,157.40354919433594,14.699999809265137,13.219528198242188,14.319999694824219,16.579999923706055,143.02066040039062,57.849998474121094,35.503875732421875,23.479999542236328,7.142857142857143e-05
2017-02-24,828.6400146484375,55.868350982666016,246.4486083984375,88.89324951171875,257.0,845.239990234375,157.6514892578125,14.800000190734863,12.308204650878906,14.119999885559082,16.18000030517578,142.70909118652344,57.560001373291016,35.57032012939453,23.239999771118164,7.142857142857143e-05
2017-02-27,829.280029296875,55.70420455932617,251.2809600830078,90.71804809570312,246.22999572753906,848.6400146484375,157.15567016601562,15.130000114440918,11.959760665893555,15.199999809265137,16.709999084472656,142.8223876953125,57.470001220703125,35.45957946777344,23.760000228881836,7.142857142857143e-05
2017-02-28,823.2100219726562,55.192447662353516,248.68751525878906,89.99185180664062,249.99000549316406,845.0399780273438,156.36233520507812,14.720000267028809,12.233156204223633,14.460000038146973,14.380000114440918,142.6713104248047,56.97999954223633,35.15503692626953,23.440000534057617,7.142857142857143e-05
2017-03-01,835.239990234375,55.955257415771484,250.36672973632812,91.7793960571289,250.02000427246094,853.0800170898438,158.48443603515625,14.449999809265137,12.426141738891602,14.960000038146973,13.59000015258789,146.80699157714844,58.79999923706055,35.481727600097656,24.549999237060547,7.142857142857143e-05
2017-03-02,830.6300048828125,55.98431396484375,249.06997680664062,87.85051727294922,250.47999572753906,848.9099731445312,157.86962890625,14.670000076293945,12.302846908569336,13.899999618530273,13.75,144.51255798339844,57.880001068115234,35.14396286010742,24.700000762939453,7.142857142857143e-05
2017-03-03,829.0800170898438,54.91886901855469,249.78831481933594,88.55809783935547,251.57000732421875,849.8800048828125,158.8215789794922,14.5,12.356453895568848,13.029999732971191,13.0600004196167,144.47476196289062,58.119998931884766,35.12735366821289,25.56999969482422,7.142857142857143e-05
2017-03-06,827.780029296875,54.98666763305664,249.7509765625,89.06085205078125,251.2100067138672,846.6099853515625,156.39208984375,13.739999771118164,12.367175102233887,13.039999961853027,12.40999984741211,144.64474487304688,58.72999954223633,34.72314453125,25.709999084472656,7.142857142857143e-05
2017-03-07,831.9099731445312,54.773582458496094,250.982421875,89.31222534179688,248.58999633789062,846.02001953125,155.9458465576172,13.380000114440918,12.233156204223633,13.050000190734863,11.710000038146973,145.01296997070312,59.189998626708984,34.911407470703125,25.639999389648438,7.142857142857143e-05
2017-03-08,835.3699951171875,54.734832763671875,249.7509765625,86.79847717285156,246.8699951171875,850.5,156.183837890625,13.430000305175781,12.12594223022461,13.220000267028809,11.880000114440918,144.49366760253906,59.310001373291016,35.17164993286133,25.3799991607666,7.142857142857143e-05
2017-03-09,838.6799926757812,54.58955383300781,250.64654541015625,85.0854263305664,244.89999389648438,853.0,156.46153259277344,13.279999732971191,12.045533180236816,13.329999923706055,11.569999694824219,143.69107055664062,59.15999984741211,34.95570373535156,25.149999618530273,7.142857142857143e-05
2017-03-10,843.25,54.65735626220703,250.6278839111328,85.94194793701172,243.69000244140625,852.4600219726562,157.99851989746094,13.470000267028809,11.991923332214355,13.90999984741211,12.239999771118164,145.70225524902344,59.0,35.14950180053711,25.18000030517578,7.142857142857143e-05
2017-03-13,845.5399780273438,54.889808654785156,251.12232971191406,86.24919128417969,246.1699981689453,854.5900268554688,157.8595733642578,13.720000267028809,12.025240898132324,14.279999732971191,12.109999656677246,145.83445739746094,59.5099983215332,35.16057586669922,25.700000762939453,7.142857142857143e-05
2017-03-14,845.6199951171875,55.48064422607422,250.01219177246094,85.52298736572266,258.0,852.530029296875,157.16477966308594,13.579999923706055,11.976751327514648,14.100000381469727,10.890000343322754,143.94601440429688,59.25,35.15503692626953,25.579999923706055,7.142857142857143e-05
2017-03-15,847.2000122070312,55.848716735839844,251.35556030273438,86.91950988769531,255.72999572753906,852.969970703125,159.8546905517578,13.90999984741211,12.224583625793457,13.979999542236328,11.010000228881836,147.7417755126953,59.02000045776367,35.28792953491211,26.1200008392334,7.142857142857143e-05
2017-03-16,848.780029296875,55.790592193603516,249.95620727539062,86.4447021484375,262.04998779296875,853.4199829101562,156.84719848632812,14.260000228881836,12.197643280029297,13.649999618530273,11.199999809265137,146.93919372558594,58.5099983215332,35.43743133544922,26.040000915527344,7.142857142857143e-05
2017-03-17,852.1199951171875,55.98431396484375,253.72511291503906,86.50056457519531,261.5,852.3099975585938,156.71812438964844,13.739999771118164,12.310787200927734,13.489999771118164,11.029999732971191,147.2885284423828,58.0099983215332,35.54263687133789,25.799999237060547,7.142857142857143e-05
2017-03-20,848.4000244140625,56.836666107177734,253.77171325683594,88.81877899169922,261.9200134277344,856.969970703125,155.57667541503906,13.550000190734863,12.364664077758789,14.399999618530273,10.640000343322754,147.25076293945312,57.88999938964844,35.47618865966797,26.209999084472656,7.142857142857143e-05
2017-03-21,830.4600219726562,56.18770980834961,250.94508361816406,86.05366516113281,250.67999267578125,843.2000122070312,154.3855743408203,12.329999923706055,11.987525939941406,13.819999694824219,10.720000267028809,145.55117797851562,56.599998474121094,34.57364273071289,25.520000457763672,7.142857142857143e-05
2017-03-22,829.5900268554688,52.226192474365234,251.33689880371094,86.05366516113281,255.00999450683594,848.0599975585938,154.1771240234375,11.960000038146973,12.12221622467041,14.100000381469727,10.710000038146973,145.98553466796875,57.58000183105469,34.87264633178711,26.059999465942383,7.142857142857143e-05
2017-03-23,817.5800170898438,53.63064956665039,251.4115447998047,85.86747741699219,254.77999877929688,847.3800048828125,153.502197265625,11.640000343322754,12.283846855163574,13.789999961853027,10.859999656677246,145.48509216308594,57.720001220703125,34.928016662597656,26.469999313354492,7.142857142857143e-05
2017-03-24,814.4299926757812,54.58955383300781,249.47108459472656,85.79298400878906,263.1600036621094,845.6099853515625,152.8966827392578,11.149999618530273,12.267683982849121,13.699999809265137,10.75,144.70140075683594,58.119998931884766,35.088592529296875,28.43000030517578,7.142857142857143e-05
2017-03-27,819.510009765625,54.17306137084961,249.22860717773438,85.1971435546875,270.2200012207031,846.8200073242188,153.44264221191406,11.329999923706055,12.240745544433594,13.699999809265137,10.8100004196167,144.32371520996094,58.56999969482422,35.088592529296875,28.760000228881836,7.142857142857143e-05
2017-03-28,820.9199829101562,54.84138107299805,251.05703735351562,86.53779602050781,277.45001220703125,856.0,153.4922332763672,11.569999694824219,12.396987915039062,13.6899995803833,10.680000305175781,146.4859619140625,58.810001373291016,35.199337005615234,28.690000534057617,7.142857142857143e-05
2017-03-29,831.4099731445312,54.89949035644531,250.23609924316406,86.4540023803711,277.3800048828125,874.3200073242188,152.837158203125,11.5600004196167,12.75257396697998,13.710000038146973,11.180000305175781,145.8533172607422,58.790000915527344,35.38206100463867,28.5,7.142857142857143e-05
2017-03-30,831.5,54.279598236083984,252.38172912597656,86.78917694091797,277.9200134277344,876.3400268554688,152.76768493652344,11.8100004196167,12.725635528564453,14.050000190734863,11.079999923706055,146.71258544921875,58.900001525878906,35.43189239501953,28.969999313354492,7.142857142857143e-05
2017-03-31,829.5599975585938,53.97934341430664,249.6390380859375,86.36091613769531,278.29998779296875,886.5399780273438,152.45994567871094,12.270000457763672,12.768735885620117,14.550000190734863,11.029999732971191,147.024169921875,59.27000045776367,35.481727600097656,28.899999618530273,7.142857142857143e-05
2017-04-03,838.5499877929688,53.81468200683594,250.64654541015625,85.90470123291016,298.5199890136719,891.510009765625,153.43267822265625,12.229999542236328,12.635356903076172,14.640000343322754,10.470000267028809,146.64646911621094,58.7400016784668,35.354373931884766,28.639999389648438,7.142857142857143e-05
2017-04-04,834.5700073242188,53.31100845336914,251.4674835205078,87.63639068603516,303.70001220703125,906.8300170898438,151.58653259277344,12.350000381469727,12.872672080993652,14.15999984741211,10.170000076293945,147.26022338867188,57.849998474121094,35.5370979309082,28.59000015258789,7.142857142857143e-05
2017-04-05,831.4099731445312,53.252899169921875,249.06069946289062,87.73880004882812,295.0,909.280029296875,151.62620544433594,12.300000190734863,12.872672080993652,14.170000076293945,9.5,146.5237274169922,57.86000061035156,35.44850540161133,28.260000228881836,7.142857142857143e-05
2017-04-06,827.8800048828125,53.40787124633789,249.18194580078125,89.20980834960938,298.70001220703125,898.280029296875,151.81480407714844,12.649999618530273,12.95897102355957,13.270000457763672,9.630000114440918,147.1846923828125,58.04999923706055,35.54817199707031,28.6200008392334,7.142857142857143e-05
2017-04-07,824.6699829101562,53.378814697265625,252.09259033203125,88.93048858642578,302.5400085449219,894.8800048828125,151.9736328125,12.680000305175781,13.14594841003418,13.520000457763672,9.59000015258789,146.61814880371094,58.470001220703125,35.919158935546875,28.520000457763672,7.142857142857143e-05
2017-04-10,824.72998046875,53.175411224365234,250.9730682373047,90.43875122070312,312.3900146484375,907.0399780273438,152.3110809326172,13.15999984741211,13.160331726074219,13.100000381469727,9.850000381469727,147.34519958496094,58.43000030517578,35.941307067871094,27.639999389648438,7.142857142857143e-05
2017-04-11,823.3499755859375,53.194786071777344,252.1298065185547,90.40150451660156,308.7099914550781,902.3599853515625,151.73538208007812,13.079999923706055,13.074034690856934,13.100000381469727,9.550000190734863,147.40188598632812,58.41999816894531,36.05204772949219,27.18000030517578,7.142857142857143e-05
2017-04-12,824.3200073242188,53.824363708496094,250.48797607421875,88.3160400390625,296.8399963378906,896.22998046875,151.3284454345703,12.789999961853027,12.980545997619629,12.760000228881836,9.600000381469727,141.84983825683594,57.869998931884766,35.38206100463867,26.690000534057617,7.142857142857143e-05
2017-04-13,823.5599975585938,53.60159683227539,250.01219177246094,86.67744445800781,304.0,884.6699829101562,151.05050659179688,12.720000267028809,12.937396049499512,12.3100004196167,9.479999542236328,140.15028381347656,57.529998779296875,35.39313507080078,26.739999771118164,7.142857142857143e-05
2017-04-17,837.1699829101562,54.47332000732422,251.76602172851562,87.64570617675781,301.44000244140625,901.989990234375,152.55923461914062,13.420000076293945,13.023694038391113,12.789999961853027,9.479999542236328,142.1237030029297,58.54999923706055,35.57585906982422,27.1299991607666,7.142857142857143e-05
2017-04-18,836.8200073242188,54.34739685058594,250.7398223876953,87.87847137451172,300.25,903.780029296875,152.13241577148438,13.4399995803833,13.038076400756836,12.949999809265137,8.949999809265137,141.1889190673828,59.38999938964844,35.653377532958984,27.139999389648438,7.142857142857143e-05
2017-04-19,838.2100219726562,54.10525894165039,251.53282165527344,87.02191162109375,305.5199890136719,899.2000122070312,153.31358337402344,13.460000038146973,13.059652328491211,12.84000015258789,9.020000457763672,141.23609924316406,60.45000076293945,35.73089599609375,27.260000228881836,7.142857142857143e-05
2017-04-20,841.6500244140625,54.62828826904297,253.6038055419922,88.86187744140625,302.510009765625,902.0599975585938,154.20689392089844,13.510000228881836,13.181905746459961,13.109999656677246,8.880000114440918,145.23959350585938,62.029998779296875,35.935768127441406,27.959999084472656,7.142857142857143e-05
2017-04-21,843.1900024414062,54.09556198120117,254.76055908203125,88.54269409179688,305.6000061035156,898.530029296875,153.88929748535156,13.399999618530273,13.045268058776855,13.0,8.510000228881836,145.02243041992188,62.290000915527344,35.66999053955078,27.31999969482422,7.142857142857143e-05
2017-04-24,862.760009765625,53.727516174316406,257.671142578125,90.88017272949219,308.0299987792969,907.4099731445312,156.17221069335938,13.680000305175781,13.26101016998291,13.130000114440918,8.600000381469727,148.1949920654297,62.54999923706055,36.6445198059082,26.56999969482422,7.142857142857143e-05
2017-04-25,872.2999877929688,53.708133697509766,251.89662170410156,98.02404022216797,313.7900085449219,907.6199951171875,157.6313018798828,13.930000305175781,13.318543434143066,13.489999771118164,9.020000457763672,151.20703125,62.630001068115234,36.7386474609375,26.989999771118164,7.142857142857143e-05
2017-04-26,871.72998046875,53.42724609375,252.20448303222656,98.24935150146484,310.1700134277344,909.2899780273438,166.76304626464844,13.970000267028809,13.38326644897461,13.40999984741211,9.289999961853027,151.03709411621094,62.779998779296875,37.13178253173828,26.790000915527344,7.142857142857143e-05
2017-04-27,874.25,53.727516174316406,252.9414825439453,96.39061737060547,308.6300048828125,918.3800048828125,165.46273803710938,13.680000305175781,13.397648811340332,13.619999885559082,9.380000114440918,150.38558959960938,63.150001525878906,37.33665466308594,27.6299991607666,7.142857142857143e-05
2017-04-28,905.9600219726562,53.669395446777344,251.36492919921875,95.9963607788086,314.07000732421875,924.989990234375,164.10293579101562,13.300000190734863,13.397648811340332,13.300000190734863,9.25,148.5726776123047,62.849998474121094,37.15946960449219,27.670000076293945,7.142857142857143e-05
2017-05-01,912.5700073242188,53.2625846862793,250.4133758544922,95.75227355957031,322.8299865722656,948.22998046875,165.38331604003906,13.09000015258789,13.469562530517578,13.619999885559082,9.65999984741211,147.7700653076172,63.97999954223633,37.4141731262207,28.290000915527344,7.142857142857143e-05
2017-05-02,916.4400024414062,53.34006881713867,251.4021759033203,95.29228973388672,318.8900146484375,946.9400024414062,166.00863647460938,13.239999771118164,13.447989463806152,10.319999694824219,10.3100004196167,147.26968383789062,64.08999633789062,37.05979919433594,27.770000457763672,7.142857142857143e-05
2017-05-03,927.0399780273438,52.81703186035156,251.5048370361328,95.32044219970703,311.0199890136719,941.030029296875,167.07073974609375,13.5,13.42641544342041,10.390000343322754,9.800000190734863,145.9193878173828,63.9900016784668,36.638980865478516,28.0,7.142857142857143e-05
2017-05-04,931.6599731445312,52.75891876220703,252.35372924804688,93.30213165283203,295.4599914550781,937.530029296875,168.85739135742188,12.710000038146973,13.483945846557617,10.100000381469727,9.84000015258789,146.2593536376953,63.65999984741211,36.72203826904297,27.790000915527344,7.142857142857143e-05
2017-05-05,927.1300048828125,52.2552604675293,254.70465087890625,93.53683471679688,308.3500061035156,934.1500244140625,169.7904052734375,13.3100004196167,13.541478157043457,10.1899995803833,10.069999694824219,147.666259765625,65.41999816894531,37.25913619995117,28.200000762939453,7.142857142857143e-05
2017-05-08,934.2999877929688,52.59425735473633,254.2101593017578,93.28337097167969,307.19000244140625,949.0399780273438,169.12535095214844,13.449999809265137,13.584626197814941,10.039999961853027,9.710000038146973,147.42076110839844,65.05999755859375,37.4473991394043,28.059999465942383,7.142857142857143e-05
2017-05-09,932.1699829101562,53.16572952270508,255.48818969726562,93.20826721191406,321.260009765625,952.8200073242188,170.842529296875,13.739999771118164,13.505518913269043,10.180000305175781,12.050000190734863,148.36497497558594,65.11000061035156,37.231449127197266,28.809999465942383,7.142857142857143e-05
2017-05-10,928.780029296875,52.84609603881836,253.5011444091797,94.21272277832031,325.2200012207031,948.9500122070312,169.70106506347656,13.6899995803833,13.66373348236084,10.789999961853027,12.680000305175781,148.8464813232422,68.68000030517578,37.087486267089844,29.31999969482422,7.142857142857143e-05
2017-05-11,930.5999755859375,52.53615188598633,253.8276824951172,94.80413818359375,323.1000061035156,947.6199951171875,169.74075317382812,13.270000457763672,13.563053131103516,11.069999694824219,13.800000190734863,148.8370361328125,68.58999633789062,36.6002197265625,29.030000686645508,7.142857142857143e-05
2017-05-12,932.219970703125,52.49740219116211,253.05340576171875,94.54129028320312,324.80999755859375,961.3499755859375,170.24697875976562,13.109999656677246,13.577435493469238,11.260000228881836,13.59000015258789,147.7269287109375,67.9800033569336,35.96345520019531,28.93000030517578,7.142857142857143e-05
2017-05-15,937.0800170898438,52.080909729003906,254.0702362060547,96.14655303955078,315.8800048828125,957.969970703125,170.98146057128906,13.239999771118164,13.656540870666504,11.420000076293945,14.170000076293945,149.92813110351562,69.2699966430664,36.68881607055664,28.829999923706055,7.142857142857143e-05
2017-05-16,943.0,51.12200927734375,253.41722106933594,96.07144927978516,317.010009765625,966.0700073242188,170.99142456054688,12.9399995803833,13.742837905883789,12.75,14.079999923706055,149.43475341796875,70.37000274658203,36.84385299682617,29.020000457763672,7.142857142857143e-05
2017-05-17,919.6199951171875,50.172786712646484,251.16896057128906,94.00621795654297,306.1099853515625,944.760009765625,169.70106506347656,12.279999732971191,13.519905090332031,11.199999809265137,13.25,145.8673095703125,66.5199966430664,35.930233001708984,27.0,7.142857142857143e-05
2017-05-18,930.239990234375,50.05656051635742,249.37786865234375,94.08130645751953,313.05999755859375,958.489990234375,170.46534729003906,12.529999732971191,13.505518913269043,11.279999732971191,13.470000267028809,146.32272338867188,68.5999984741211,35.802879333496094,27.479999542236328,7.142857142857143e-05
2017-05-19,934.010009765625,50.143733978271484,254.48068237304688,96.15594482421875,310.8299865722656,959.8400268554688,170.2569122314453,12.979999542236328,13.325735092163086,11.40999984741211,13.520000457763672,149.3019256591797,67.58000183105469,35.946842193603516,27.81999969482422,7.142857142857143e-05
2017-05-22,941.8599853515625,49.950016021728516,258.43609619140625,96.02452850341797,310.3500061035156,970.6699829101562,170.82266235351562,13.010000228881836,13.512711524963379,11.039999961853027,13.449999809265137,150.3361053466797,69.04000091552734,37.3089714050293,28.059999465942383,7.142857142857143e-05
2017-05-23,948.8200073242188,50.56023025512695,259.67681884765625,97.28242492675781,303.8599853515625,971.5399780273438,170.55467224121094,13.270000457763672,13.563053131103516,10.890000343322754,13.3100004196167,150.4689483642578,72.83000183105469,37.3089714050293,28.290000915527344,7.142857142857143e-05
2017-05-24,954.9600219726562,50.376197814941406,261.25341796875,97.58282470703125,310.2200012207031,980.3499755859375,171.0509796142578,13.300000190734863,13.599007606506348,10.890000343322754,12.930000305175781,149.9186553955078,77.7300033569336,37.6910285949707,28.989999771118164,7.142857142857143e-05
2017-05-25,969.5399780273438,50.705509185791016,263.1285400390625,98.58731079101562,316.8299865722656,993.3800048828125,171.61671447753906,13.720000267028809,13.548669815063477,10.979999542236328,12.789999961853027,151.10462951660156,78.52999877929688,38.01771926879883,29.43000030517578,7.142857142857143e-05
2017-05-26,971.469970703125,50.93798065185547,264.61175537109375,99.18810272216797,325.1400146484375,995.780029296875,172.1328887939453,13.239999771118164,13.541478157043457,11.0,12.829999923706055,151.1236114501953,77.06999969482422,38.095237731933594,29.760000228881836,7.142857142857143e-05
